,Country,Transportation Mode,Order Type,Fulfillment Method,Product Category,Vendor Incoterm,Reason Code,Reason Code Duration,Item Tracer Category,Illustrative Price,Ordered Quantity,Shipped Quantity,TLP Indicator,Deliver,Process PO/DO,USAID Approval,RO Validation,Sourcing and Planning,Manufacture,Pick Up,Quality Assurance,Estimated Lead Time in Days,Estimated Lead Time in Days,Average Days Late,Estimated Lead Time in Days,Estimated Lead Time in Days,Order Cycle Time
10495,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-28503.0,Laboratory,675.0,8,8,DCP,15.0,25.0,3.0,6.0,35.0,217.0,28.0,-63.5,168.0,168.0,34.0,168.0,168.0,328
10499,Haiti,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,AD,2.0,Laboratory,67.86,2,2,DCP,19.0,58.0,5.0,5.0,84.0,56.0,34.5,13.0,133.0,133.0,95.0,133.0,133.0,243
10500,Uganda,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,AD,-27.0,Laboratory,101.0,10,10,DCP,19.0,42.0,17.0,5.0,84.0,92.0,34.5,13.0,119.0,119.0,42.0,119.0,119.0,191
10501,Haiti,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,AD,-100.0,Laboratory,7.88,2,2,DCP,19.0,59.0,5.0,5.0,84.0,56.0,34.5,13.0,133.0,133.0,100.0,133.0,133.0,182
10503,Tanzania,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,SD,221.0,Laboratory,18.0,74,74,GSC,15.0,39.0,0.0,6.0,35.0,186.0,28.0,-63.5,217.0,217.0,92.0,217.0,217.0,620
10506,Haiti,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-100.0,Laboratory,160.0,1,1,DCP,15.0,59.0,5.0,6.0,35.0,75.0,28.0,-63.5,140.0,140.0,100.0,140.0,140.0,182
10510,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,23.0,Laboratory,198.0,60,60,DCP,15.0,16.0,3.0,6.0,35.0,201.0,28.0,-63.5,203.0,203.0,-9.0,203.0,203.0,229
10511,Tanzania,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,135.0,Laboratory,198.0,22,22,GSC,15.0,17.0,0.0,6.0,35.0,75.0,28.0,-63.5,154.0,154.0,-9.0,154.0,154.0,585
10512,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,64.0,Laboratory,198.0,20,20,DCP,15.0,22.0,0.0,6.0,35.0,374.0,28.0,-63.5,266.0,266.0,-3.0,266.0,266.0,408
10513,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,31.0,Laboratory,198.0,42,42,DCP,15.0,103.0,1.0,6.0,35.0,86.0,28.0,-63.5,168.0,168.0,-13.0,168.0,168.0,191
10517,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-52.0,Laboratory,29.84,18,18,DCP,15.0,15.0,3.0,6.0,35.0,227.0,28.0,-63.5,308.0,308.0,-14.0,308.0,308.0,267
10519,Nigeria,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,70.0,Laboratory,178.0,13,13,DCP,15.0,15.0,0.0,6.0,35.0,75.0,28.0,-63.5,35.0,35.0,4.0,35.0,35.0,139
10525,Nigeria,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,-80.0,Laboratory,137.0,22,22,DCP,15.0,4.0,1.0,6.0,35.0,32.0,28.0,-63.5,119.0,119.0,-3.0,119.0,119.0,91
10526,Tanzania,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,135.0,Laboratory,55.0,57,57,GSC,15.0,17.0,0.0,6.0,35.0,75.0,28.0,-63.5,154.0,154.0,-9.0,154.0,154.0,585
10527,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,23.0,Laboratory,55.0,165,165,DCP,15.0,16.0,3.0,6.0,35.0,201.0,28.0,-63.5,203.0,203.0,-9.0,203.0,203.0,229
10528,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,43.0,Laboratory,55.0,40,40,DCP,15.0,22.0,0.0,6.0,35.0,75.0,28.0,-63.5,154.0,154.0,3.0,154.0,154.0,169
10530,Mozambique,Air,Purchase Order,Direct Drop,Laboratory Consumables,CPT,UD,-14.0,Laboratory,75.0,300,300,DCP,15.0,110.0,1.0,6.0,35.0,113.0,28.0,-63.5,133.0,133.0,-12.0,133.0,133.0,238
10532,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,66.0,Laboratory,260.0,60,60,DCP,15.0,22.0,0.0,6.0,35.0,430.0,28.0,-63.5,322.0,322.0,-10.0,322.0,322.0,464
10533,Zambia,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-71.0,Laboratory,260.0,584,584,DCP,15.0,8.0,1.0,6.0,35.0,75.0,28.0,-63.5,84.0,84.0,0.5,84.0,84.0,16
10534,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,32.0,Laboratory,260.0,90,90,DCP,15.0,22.0,0.0,6.0,35.0,535.0,28.0,-63.5,378.0,378.0,7.0,378.0,378.0,569
10535,Zambia,Air,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-31.0,Laboratory,260.0,2000,2000,DCP,15.0,81.0,14.0,6.0,35.0,4.0,28.0,-63.5,112.0,112.0,-9.0,112.0,112.0,129
10536,Malawi,Land,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,-52.0,Laboratory,260.0,52,52,GSC,15.0,17.0,10.0,6.0,35.0,75.0,28.0,-63.5,84.0,84.0,-7.0,84.0,84.0,60
10541,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,21.0,Laboratory,384.0,17,17,DCP,15.0,81.0,0.0,6.0,35.0,75.0,28.0,-63.5,140.0,140.0,20.0,140.0,140.0,224
10542,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,18.0,Laboratory,384.0,13,13,DCP,15.0,31.0,0.0,6.0,35.0,75.0,28.0,-63.5,98.0,98.0,11.0,98.0,98.0,128
10544,Zambia,Land,Purchase Order,Direct Drop,Essential Medicines,DDP,AD,-84.0,Other Pharma,0.72,800000,800000,GSC,31.0,64.0,3.0,7.0,62.0,164.0,36.0,35.0,231.0,231.0,12.0,231.0,231.0,198
10548,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-30.0,Laboratory,52.0,155,155,DCP,15.0,128.0,1.0,6.0,35.0,75.0,28.0,-63.5,126.0,126.0,2.0,126.0,126.0,131
10549,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,18.0,Laboratory,52.0,230,230,DCP,15.0,10.0,3.0,6.0,35.0,151.0,28.0,-63.5,147.0,147.0,-4.0,147.0,147.0,173
10550,Uganda,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,36.0,Laboratory,52.0,29,29,DCP,15.0,76.0,16.0,6.0,35.0,75.0,28.0,-63.5,70.0,70.0,20.0,70.0,70.0,168
10552,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,-11.0,Laboratory,675.0,8,8,DCP,15.0,34.0,0.0,6.0,35.0,75.0,28.0,-63.5,140.0,140.0,-11.0,140.0,140.0,258
10562,Zambia,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-15.0,Laboratory,155.0,12,12,DCP,15.0,48.0,0.0,6.0,35.0,75.0,28.0,-63.5,112.0,112.0,7.0,112.0,112.0,277
10566,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,47.0,Laboratory,43.0,10,10,DCP,15.0,34.0,0.0,6.0,35.0,145.0,28.0,-63.5,126.0,126.0,6.0,126.0,126.0,190
10567,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,0.0,Laboratory,43.0,35,35,DCP,15.0,40.0,1.0,6.0,35.0,73.0,28.0,-63.5,98.0,98.0,15.0,98.0,98.0,129
10568,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,24.0,Laboratory,43.0,30,30,DCP,15.0,11.0,1.0,6.0,35.0,108.0,28.0,-63.5,98.0,98.0,-3.0,98.0,98.0,145
10569,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,18.0,Laboratory,43.0,14,14,DCP,15.0,43.0,0.0,6.0,35.0,129.0,28.0,-63.5,154.0,154.0,18.0,154.0,154.0,201
10575,Zambia,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,9.0,Laboratory,74.5,1410,1410,DCP,15.0,1.0,3.0,6.0,35.0,77.0,28.0,-63.5,77.0,77.0,1.0,77.0,77.0,154
10592,Ethiopia,Land,Purchase Order,Direct Drop,Essential Medicines,DDP,AD,42.0,Other Pharma,3.45,2660,2660,DCP,31.0,19.0,0.0,7.0,62.0,149.0,36.0,35.0,119.0,119.0,7.0,119.0,119.0,272
10593,Congo DRC,Land,Purchase Order,Direct Drop,Essential Medicines,DDP,SD,0.0,Other Pharma,6.14,832,832,GSC,31.0,35.0,8.0,7.0,62.0,21.0,36.0,35.0,28.0,28.0,6.0,28.0,28.0,79
10597,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,18.0,Laboratory,173.0,55,55,DCP,15.0,43.0,0.0,6.0,35.0,129.0,28.0,-63.5,154.0,154.0,18.0,154.0,154.0,201
10598,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,0.0,Laboratory,173.0,170,170,DCP,15.0,40.0,1.0,6.0,35.0,132.0,28.0,-63.5,182.0,182.0,-10.0,182.0,182.0,188
10599,Rwanda,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,14.0,Laboratory,286.0,128,128,DCP,15.0,57.0,15.0,6.0,35.0,92.0,28.0,-63.5,140.0,140.0,-5.0,140.0,140.0,185
10601,Rwanda,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,14.0,Laboratory,22.04,88,88,DCP,15.0,57.0,15.0,6.0,35.0,92.0,28.0,-63.5,140.0,140.0,-5.0,140.0,140.0,185
10602,Zambia,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,16.0,Laboratory,6.7,22656,22656,DCP,15.0,92.0,0.0,6.0,35.0,75.0,28.0,-63.5,140.0,140.0,15.0,140.0,140.0,249
10611,Zambia,Land,Purchase Order,Direct Drop,Laboratory Consumables,DAP,UD,15.0,Laboratory,50.0,40,40,DCP,15.0,57.0,1.0,6.0,35.0,75.0,28.0,-63.5,140.0,140.0,11.0,140.0,140.0,137
10612,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-31.0,Laboratory,17.61,50,50,DCP,15.0,84.0,0.0,6.0,35.0,75.0,28.0,-63.5,140.0,140.0,-13.0,140.0,140.0,154
10613,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,365.0,Laboratory,173.0,20,20,DCP,15.0,11.0,1.0,6.0,35.0,134.0,28.0,-63.5,126.0,126.0,1.0,126.0,126.0,171
10614,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-23.0,Laboratory,173.0,50,50,DCP,15.0,26.0,0.0,6.0,35.0,95.0,28.0,-63.5,154.0,154.0,-10.0,154.0,154.0,165
10618,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,0.0,Laboratory,126.0,4158,4158,DCP,15.0,14.0,0.0,6.0,35.0,284.0,28.0,-63.5,280.0,280.0,7.0,280.0,280.0,321
10619,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-39.0,Laboratory,105.6,10,10,DCP,15.0,14.0,1.0,6.0,35.0,111.0,28.0,-63.5,175.0,175.0,-12.0,175.0,175.0,147
10621,Zambia,Land,Purchase Order,Direct Drop,Laboratory Consumables,DAP,UD,15.0,Laboratory,7.0,54,54,DCP,15.0,57.0,1.0,6.0,35.0,75.0,28.0,-63.5,140.0,140.0,11.0,140.0,140.0,137
10622,Zambia,Land,Purchase Order,Direct Drop,Laboratory Consumables,DAP,UD,15.0,Laboratory,50.0,60,60,DCP,15.0,57.0,1.0,6.0,35.0,75.0,28.0,-63.5,140.0,140.0,11.0,140.0,140.0,137
10628,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,UD,-16.0,Laboratory,63.89,2,2,DCP,19.0,42.0,1.0,5.0,84.0,65.0,34.5,13.0,133.0,133.0,-10.0,133.0,133.0,185
10629,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,UD,-16.0,Laboratory,63.89,2,2,DCP,19.0,42.0,1.0,5.0,84.0,61.0,34.5,13.0,133.0,133.0,-14.0,133.0,133.0,181
10631,Nigeria,Land,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,21.0,Laboratory,104.0,2,2,GSC,15.0,44.0,0.0,6.0,35.0,72.0,28.0,-63.5,63.0,63.0,7.0,63.0,63.0,148
10634,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,20.0,Other Non-Pharma,18.38,30,30,DCP,15.0,9.0,0.0,6.0,35.0,258.0,28.0,-63.5,259.0,259.0,-12.0,259.0,259.0,310
10635,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,33.0,Other Non-Pharma,18.38,11,11,DCP,15.0,22.0,0.0,6.0,35.0,75.0,28.0,-63.5,140.0,140.0,3.0,140.0,140.0,213
10639,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,7.0,Laboratory,192.0,2,2,DCP,15.0,29.0,3.0,6.0,35.0,75.0,28.0,-63.5,147.0,147.0,2.0,147.0,147.0,157
10641,Uganda,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-27.0,Laboratory,79.0,42,42,DCP,15.0,46.0,15.0,6.0,35.0,53.0,28.0,-63.5,119.0,119.0,6.0,119.0,119.0,155
10645,Nigeria,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,AD,53.0,Laboratory,310.0,8,8,DCP,19.0,140.0,2.0,5.0,84.0,-37.0,34.5,13.0,49.0,49.0,1.0,49.0,49.0,150
10646,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,UD,-87.0,Laboratory,36125.0,30,30,DCP,19.0,21.0,0.0,5.0,84.0,52.0,34.5,13.0,182.0,182.0,-13.0,182.0,182.0,387
10653,Uganda,Land,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,31.0,Laboratory,43.0,107,107,DCP,15.0,276.0,1.0,6.0,35.0,75.0,28.0,-63.5,168.0,168.0,1.0,168.0,168.0,296
10657,Nigeria,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-21.0,Laboratory,34.67,129,129,DCP,15.0,77.0,0.0,6.0,35.0,-85.0,28.0,-63.5,14.0,14.0,-1.0,14.0,14.0,16
10658,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,0.0,Laboratory,36.65,2010,2010,DCP,15.0,8.0,0.0,6.0,35.0,128.0,28.0,-63.5,126.0,126.0,10.0,126.0,126.0,226
10659,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,31.0,Laboratory,260.0,167,167,DCP,15.0,103.0,1.0,6.0,35.0,86.0,28.0,-63.5,168.0,168.0,-13.0,168.0,168.0,191
10660,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,45.0,Laboratory,43.0,18,18,DCP,15.0,34.0,0.0,6.0,35.0,107.0,28.0,-63.5,98.0,98.0,-2.0,98.0,98.0,152
10663,Rwanda,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,14.0,Laboratory,42.0,9,9,DCP,15.0,57.0,15.0,6.0,35.0,92.0,28.0,-63.5,140.0,140.0,-5.0,140.0,140.0,185
10664,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-27965.0,Laboratory,280.0,16,16,DCP,15.0,45.0,0.0,6.0,35.0,140.0,28.0,-63.5,140.0,140.0,10.5,140.0,140.0,227
10666,Uganda,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-51.0,Laboratory,43.0,44,44,DCP,15.0,10.0,0.0,6.0,35.0,52.0,28.0,-63.5,119.0,119.0,-6.0,119.0,119.0,108
10667,Zambia,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-153.0,Laboratory,198.0,150,150,DCP,15.0,22.0,5.0,6.0,35.0,75.0,28.0,-63.5,140.0,140.0,26.0,140.0,140.0,174
10670,Zambia,Land,Purchase Order,Direct Drop,Laboratory Consumables,DAP,UD,15.0,Laboratory,50.0,50,50,DCP,15.0,57.0,1.0,6.0,35.0,75.0,28.0,-63.5,140.0,140.0,11.0,140.0,140.0,137
10671,Uganda,Land,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,31.0,Laboratory,30.0,109,109,DCP,15.0,276.0,1.0,6.0,35.0,75.0,28.0,-63.5,168.0,168.0,1.0,168.0,168.0,296
10672,Nigeria,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-101.0,Laboratory,260.0,28,28,DCP,15.0,16.0,26.0,6.0,35.0,75.0,28.0,-63.5,56.0,56.0,18.0,56.0,56.0,1
10673,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,AD,3.0,Laboratory,3397.985,1,1,DCP,19.0,106.0,1.0,5.0,84.0,56.0,34.5,13.0,133.0,133.0,-11.0,133.0,133.0,151
10674,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,0.0,Laboratory,31.0,150,150,DCP,15.0,7.0,0.0,6.0,35.0,83.0,28.0,-63.5,98.0,98.0,-8.0,98.0,98.0,111
10675,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-28.0,Laboratory,79.0,200,200,DCP,15.0,74.0,1.0,6.0,35.0,75.0,28.0,-63.5,91.0,91.0,7.0,91.0,91.0,121
10678,Rwanda,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,14.0,Laboratory,52.0,9,9,DCP,15.0,57.0,15.0,6.0,35.0,92.0,28.0,-63.5,140.0,140.0,-5.0,140.0,140.0,185
10679,Uganda,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,17.0,Laboratory,171.88,160,160,DCP,15.0,58.0,7.0,6.0,35.0,75.0,28.0,-63.5,56.0,56.0,20.0,56.0,56.0,121
10680,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,32.0,Laboratory,52.0,85,85,DCP,15.0,22.0,0.0,6.0,35.0,535.0,28.0,-63.5,378.0,378.0,7.0,378.0,378.0,569
10682,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,175.0,Laboratory,79.0,60,60,DCP,15.0,109.0,1.0,6.0,35.0,169.0,28.0,-63.5,140.0,140.0,-9.0,140.0,140.0,334
10683,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,64.0,Laboratory,260.0,65,65,DCP,15.0,22.0,0.0,6.0,35.0,374.0,28.0,-63.5,266.0,266.0,-3.0,266.0,266.0,408
10685,Mozambique,Air,Purchase Order,Direct Drop,Laboratory Consumables,CPT,AD,64.0,Laboratory,60.0,5,5,DCP,15.0,22.0,0.0,6.0,35.0,188.0,28.0,-63.5,147.0,147.0,-1.0,147.0,147.0,219
10690,Nigeria,Land,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,21.0,Laboratory,63.0,7,7,GSC,15.0,21.0,0.0,6.0,35.0,95.0,28.0,-63.5,63.0,63.0,7.0,63.0,63.0,148
10692,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,20.0,Laboratory,17.61,208,208,DCP,15.0,99.0,0.0,6.0,35.0,75.0,28.0,-63.5,112.0,112.0,7.0,112.0,112.0,176
10699,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,18.0,Other Non-Pharma,98.84,45,45,DCP,15.0,47.0,1.0,6.0,35.0,8.0,28.0,-63.5,35.0,35.0,-13.0,35.0,35.0,111
10701,Rwanda,Air,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-50.0,Laboratory,160.42,42,42,DCP,15.0,67.0,0.0,6.0,35.0,44.0,28.0,-63.5,133.0,133.0,-7.0,133.0,133.0,128
10704,Rwanda,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,14.0,Laboratory,79.0,28,28,DCP,15.0,57.0,15.0,6.0,35.0,92.0,28.0,-63.5,140.0,140.0,-5.0,140.0,140.0,185
10706,Zambia,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,15.0,Laboratory,4.2,93,93,DCP,15.0,1.0,0.0,6.0,35.0,75.0,28.0,-63.5,63.0,63.0,11.0,63.0,63.0,90
10707,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,7.0,Laboratory,384.0,20,20,DCP,15.0,29.0,3.0,6.0,35.0,75.0,28.0,-63.5,147.0,147.0,2.0,147.0,147.0,157
10708,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,33.0,Laboratory,52.0,310,310,DCP,15.0,13.0,0.0,6.0,35.0,64.0,28.0,-63.5,84.0,84.0,-7.0,84.0,84.0,107
10713,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-32.0,Laboratory,192.0,1,1,DCP,15.0,30.0,0.0,6.0,35.0,75.0,28.0,-63.5,161.0,161.0,-8.0,161.0,161.0,140
10714,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,7.0,Laboratory,140.0,8,8,DCP,15.0,29.0,3.0,6.0,35.0,75.0,28.0,-63.5,147.0,147.0,2.0,147.0,147.0,157
10717,Rwanda,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,14.0,Laboratory,50.0,269,269,DCP,15.0,57.0,15.0,6.0,35.0,92.0,28.0,-63.5,140.0,140.0,-5.0,140.0,140.0,185
10719,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,UD,-16.0,Laboratory,159.9,2,2,DCP,19.0,42.0,1.0,5.0,84.0,63.0,34.5,13.0,133.0,133.0,-12.0,133.0,133.0,183
10720,Zambia,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,15.0,Laboratory,36.0,91,91,DCP,15.0,1.0,0.0,6.0,35.0,75.0,28.0,-63.5,63.0,63.0,11.0,63.0,63.0,90
10724,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,20.0,Laboratory,52.0,247,247,DCP,15.0,10.0,3.0,6.0,35.0,179.0,28.0,-63.5,175.0,175.0,-6.0,175.0,175.0,201
10728,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-31.0,Other Non-Pharma,18.38,55,55,DCP,15.0,84.0,0.0,6.0,35.0,75.0,28.0,-63.5,140.0,140.0,-13.0,140.0,140.0,154
10731,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,20.0,Laboratory,198.0,58,58,DCP,15.0,10.0,3.0,6.0,35.0,179.0,28.0,-63.5,175.0,175.0,-6.0,175.0,175.0,201
10732,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,270.0,Laboratory,17.61,150,150,DCP,15.0,9.0,0.0,6.0,35.0,217.0,28.0,-63.5,231.0,231.0,-5.0,231.0,231.0,269
10734,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,UD,-16.0,Laboratory,63.89,2,2,DCP,19.0,42.0,1.0,5.0,84.0,65.0,34.5,13.0,133.0,133.0,-10.0,133.0,133.0,185
10735,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,43.0,Laboratory,198.0,15,15,DCP,15.0,22.0,0.0,6.0,35.0,75.0,28.0,-63.5,154.0,154.0,3.0,154.0,154.0,169
10742,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,UD,64.0,Laboratory,55.0,45,45,DCP,15.0,22.0,0.0,6.0,35.0,374.0,28.0,-63.5,266.0,266.0,-3.0,266.0,266.0,408
10744,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,33.0,Laboratory,198.0,80,80,DCP,15.0,13.0,0.0,6.0,35.0,64.0,28.0,-63.5,84.0,84.0,-7.0,84.0,84.0,107
10746,Nigeria,Land,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,14.0,Laboratory,137.0,6,6,GSC,15.0,66.0,0.0,6.0,35.0,43.0,28.0,-63.5,63.0,63.0,7.0,63.0,63.0,141
10748,Mozambique,Air,Purchase Order,Direct Drop,Laboratory Consumables,CPT,AD,62.0,Laboratory,280.0,130,130,DCP,15.0,23.0,0.0,6.0,35.0,146.0,28.0,-63.5,119.0,119.0,-12.0,119.0,119.0,190
10752,Uganda,Land,Purchase Order,Direct Drop,Laboratory Equipment,DAP,AD,31.0,Laboratory,302.0,14,14,DCP,19.0,276.0,1.0,5.0,84.0,56.0,34.5,13.0,168.0,168.0,1.0,168.0,168.0,296
10753,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,24.0,Laboratory,173.0,30,30,DCP,15.0,11.0,1.0,6.0,35.0,108.0,28.0,-63.5,98.0,98.0,-3.0,98.0,98.0,145
10754,Zambia,Land,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,-15.0,Laboratory,260.0,184,184,DCP,15.0,35.0,1.0,6.0,35.0,75.0,28.0,-63.5,0.0,0.0,9.0,0.0,0.0,155
10756,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,153.0,Laboratory,385.0,18,18,DCP,15.0,28.0,0.0,6.0,35.0,190.0,28.0,-63.5,126.0,126.0,2.0,126.0,126.0,238
10766,Mozambique,Air,Purchase Order,Direct Drop,Laboratory Consumables,CPT,UD,31.0,Laboratory,280.0,150,150,DCP,15.0,98.0,1.0,6.0,35.0,75.0,28.0,-63.5,98.0,98.0,-8.0,98.0,98.0,186
10767,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,0.0,Laboratory,60.0,3,3,DCP,15.0,19.0,0.0,6.0,35.0,150.0,28.0,-63.5,168.0,168.0,1.0,168.0,168.0,186
10773,Nigeria,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-101.0,Laboratory,52.0,52,52,DCP,15.0,16.0,26.0,6.0,35.0,75.0,28.0,-63.5,56.0,56.0,18.0,56.0,56.0,1
10776,Zambia,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-15.0,Laboratory,130.0,15,15,DCP,15.0,48.0,0.0,6.0,35.0,75.0,28.0,-63.5,112.0,112.0,7.0,112.0,112.0,277
10777,Tanzania,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,-79.0,Laboratory,260.0,31,31,GSC,15.0,37.0,4.0,6.0,35.0,49.0,28.0,-63.5,161.0,161.0,4.0,161.0,161.0,134
10782,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,0.0,Laboratory,79.0,80,80,DCP,15.0,109.0,1.0,6.0,35.0,232.0,28.0,-63.5,140.0,140.0,-7.0,140.0,140.0,397
10784,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,18.0,Other Non-Pharma,132.94,46,46,DCP,15.0,47.0,1.0,6.0,35.0,8.0,28.0,-63.5,35.0,35.0,-13.0,35.0,35.0,111
